      1,  0.199851409,   2.06269026,           0.
2,-0.199851632,2.06269002,0.0
3,-7.47599671e-08,-0.372964531,0.0
4,0.0,2.07039809,0.0
5,0.0,-1.07039821,0.0
6,0.0999256521,2.06269002,0.0
7,-1.09630307e-07,2.06269002,0.0
8,-0.0999258682,2.06269002,0.0
9,-0.20563823,2.16262603,0.0
10,-0.223071262,2.26112866,0.0
11,-0.252952576,2.35661435,0.0
12,-0.294520348,2.4476223,0.0
13,-0.347122639,2.53272986,0.0
14,-0.409936666,2.61060619,0.0
15,-0.481979787,2.68003297,0.0
16,-0.562125385,2.73992443,0.0
17,-0.649119556,2.78934336,0.0
18,-0.741602182,2.82751775,0.0
19,-0.8381266,2.85384965,0.0
20,-0.937182248,2.86792803,0.0
21,-1.03722143,2.86953139,0.0
22,-1.13667798,2.8586359,0.0
23,-1.23399687,2.83541107,0.0
24,-1.32765472,2.80021882,0.0
25,-1.41619003,2.75361657,0.0
26,-1.49821258,2.6963222,0.0
27,-1.57244539,2.62924218,0.0
28,-1.63772333,2.55341911,0.0
29,-1.69302559,2.47004032,0.0
30,-1.73748958,2.38041186,0.0
31,-1.77041757,2.28593397,0.0
32,-1.79129565,2.18808484,0.0
33,-1.79980505,2.08839607,0.0
34,-1.79573309,1.9884274,0.0
35,-1.77954137,1.88968658,0.0
36,-1.7527374,1.79326856,0.0
37,-1.71666408,1.69991505,0.0
38,-1.67313707,1.60977829,0.0
39,-1.62375343,1.52270651,0.0
40,-1.56960273,1.43851101,0.0
41,-1.51167095,1.35686624,0.0
42,-1.45069695,1.27746475,0.0
43,-1.38729179,1.19998884,0.0
44,-1.32192659,1.12415826,0.0
45,-1.25499356,1.0497067,0.0
46,-1.18682396,0.976385117,0.0
47,-1.11769295,0.903968573,0.0
48,-1.04784322,0.832244337,0.0
49,-0.977489829,0.761014104,0.0
50,-0.906829238,0.690088511,0.0
51,-0.836046338,0.619285047,0.0
52,-0.765319645,0.548425078,0.0
53,-0.694826663,0.47733283,0.0
54,-0.624748468,0.405831754,0.0
55,-0.555274725,0.333743483,0.0
56,-0.486608535,0.260886014,0.0
57,-0.418971896,0.187072158,0.0
58,-0.352611721,0.112109669,0.0
59,-0.287806481,0.0357996002,0.0
60,-0.224873036,-0.0420600884,0.0
61,-0.164175361,-0.121674202,0.0
62,-0.106132351,-0.203242362,0.0
63,-0.0512250923,-0.286951095,0.0
64,0.0512231886,-0.286953658,0.0
65,0.106130525,-0.203244582,0.0
66,0.164173469,-0.121676348,0.0
67,0.224871308,-0.0420618728,0.0
68,0.287805051,0.0357982852,0.0
69,0.352610588,0.11210873,0.0
70,0.418970942,0.187071458,0.0
71,0.486607611,0.260885358,0.0
72,0.555273831,0.333742887,0.0
73,0.624747574,0.405831188,0.0
74,0.694825768,0.477332294,0.0
75,0.765318811,0.548424602,0.0
76,0.836045682,0.619284689,0.0
77,0.90682888,0.690088511,0.0
78,0.97748965,0.761014283,0.0
79,1.04784322,0.832244635,0.0
80,1.11769295,0.90396893,0.0
81,1.18682444,0.976385951,0.0
82,1.25499427,1.04970789,0.0
83,1.32192767,1.12415993,0.0
84,1.3872931,1.19999087,0.0
85,1.45069826,1.27746677,0.0
86,1.51167214,1.35686839,0.0
87,1.56960428,1.43851376,0.0
88,1.62375522,1.52270985,0.0
89,1.67313874,1.60978186,0.0
90,1.71666551,1.69991887,0.0
91,1.75273848,1.79327261,0.0
92,1.77954209,1.88969076,0.0
93,1.79573333,1.98843181,0.0
94,1.79980469,2.0884006,0.0
95,1.79129469,2.18808937,0.0
96,1.77041602,2.28593874,0.0
97,1.73748744,2.38041615,0.0
98,1.69302297,2.47004461,0.0
99,1.63772023,2.55342293,0.0
100,1.5724417,2.62924576,0.0
101,1.49820828,2.69632554,0.0
102,1.41618502,2.75361943,0.0
103,1.32764924,2.80022144,0.0
104,1.23399103,2.83541298,0.0
105,1.13667202,2.85863709,0.0
106,1.03721583,2.86953187,0.0
107,0.937176466,2.86792755,0.0
108,0.838120341,2.85384846,0.0
109,0.741596103,2.82751584,0.0
110,0.649113238,2.7893405,0.0
111,0.562118948,2.73992038,0.0
112,0.481973618,2.68002796,0.0
113,0.409931004,2.61060047,0.0
114,0.347117752,2.53272343,0.0
115,0.294516325,2.44761515,0.0
116,0.252949685,2.35660744,0.0
117,0.223069653,2.26112294,0.0
118,0.205637589,2.16262197,0.0
119,-0.00541005889,2.16968203,0.0
120,-0.0197211765,2.26802802,0.0
121,-0.0441867448,2.36437106,0.0
122,-0.0780931041,2.45780969,0.0
123,-0.121108755,2.54742026,0.0
124,-0.172808215,2.63231778,0.0
125,-0.232680678,2.71166325,0.0
126,-0.300134599,2.78467274,0.0
127,-0.374503493,2.85062504,0.0
128,-0.455052197,2.90886807,0.0
129,-0.540985584,2.95882678,0.0
130,-0.63145411,3.00000787,0.0
131,-0.725564361,3.03200293,0.0
132,-0.822385848,3.05449748,0.0
133,-0.920962155,3.0672698,0.0
134,-1.02031958,3.07019138,0.0
135,-1.11947608,3.06323504,0.0
136,-1.21745217,3.0464685,0.0
137,-1.31328022,3.02005935,0.0
138,-1.40601158,2.9842639,0.0
139,-1.49473345,2.93944359,0.0
140,-1.57856464,2.88603258,0.0
141,-1.6566819,2.82456613,0.0
142,-1.72830927,2.75564623,0.0
143,-1.79274118,2.67995644,0.0
144,-1.84933877,2.59824276,0.0
